Input, 1124801
Ag1_P, 852614
Ag01_P, 479012
DA_P, 962539
PSR_P, 1223220
PSR_N, 332532
Ins_P, 1415351
Ins_N, 1132541
Ova_P, 784516
Ova_N, 1003960
