Input,422021
Ag1_P,362501
Ag01_P,407575
DA_P,441374
PSR_P,434121
PSR_N,349308
PSR_NB,435241
Ins_P,403309
Ins_NS,446814
Ins_NB,475128
Ova_P,377648
Ova_N,329373
Ova_NB,424714
